rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2259,1200,Technology,Zhang Xuezheng,47,China,Jiaxing,Telecom,Technology,China,,TRUE,D,M,27400,Zhang,Xuezheng,,45020.20903,,,1975,6,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,Manufacturing,Zhang Yin,66,China,Dongguan,Paper manufacturing,Manufacturing,China,,TRUE,D,F,20822,Zhang,Yin,,45020.20903,,,1957,2,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,Healthcare,Ning Zhao,56,China,Shanghai,Pharmaceuticals,Healthcare,United States,,TRUE,Split Family Fortune,F,24473,Zhao,Ning,,45020.20903,,,1967,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,Manufacturing,Zhou Wen & family,58,China,Shanghai,Chemicals,Manufacturing,China,,TRUE,U,M,23896,Zhou,Wen,,45020.20903,,,1965,3,6,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,Construction & Engineering,Zhu Xingliang,63,China,Suzhou,Construction,Construction & Engineering,China,,TRUE,D,M,21555,Zhu,Xingliang,,45020.20903,,,1959,5,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,India,Delhi,Sports shoes,Fashion & Retail,India,,TRUE,N,M,20579,Agarwal,Hari Krishan,,45020.20903,,,1956,4,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Farkhad Akhmedov,67,Russia,Moscow,Investments,Energy,Russia,,TRUE,D,M,9/15/1955 0:00,Akhmedov,Farkhad,,45020.20903,,,1955,9,15,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Healthcare,Prem Kumar Arora,84,,,Pharmaceuticals,Healthcare,India,,FALSE,N,M,14193,Arora,Prem Kumar,,45020.20903,,,1938,9,11,,,,,,,,,,,
2405,1100,Finance & Investments,Joseph Bae,51,United States,New York,Private equity,Finance & Investments,United States,,TRUE,N,M,26634,Bae,Joseph,,45020.20903,New York,Northeast,1972,1,12,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Food & Beverage,Abigail Bennett,42,United States,Rochester,Liquor,Food & Beverage,United States,,FALSE,Split Family Fortune,F,12/27/1980 0:00,Bennett,Abigail,,45020.20903,New York,Northeast,1980,12,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Sara Blakely,52,United States,Atlanta,Spanx,Fashion & Retail,United States,Spanx,TRUE,E,F,2/27/1971 0:00,Blakely,Sara,Founder,45020.20903,Georgia,South,1971,2,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Lloyd Blankfein,68,United States,New York,Banking,Finance & Investments,United States,Goldman Sachs Group,TRUE,E,M,9/20/1954 0:00,Blankfein,Lloyd,CEO,45020.20903,New York,Northeast,1954,9,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,Dnipro,"Banking, investments",Diversified,Ukraine,,TRUE,E,M,22647,Boholyubov,Henadiy,,45020.20903,,,1962,1,1,281.66,7.9,1.53781E+11,82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,Lens,Real estate,Real Estate,Switzerland,,TRUE,D,M,24473,Bonvin,Stephane,,45020.20903,,,1967,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2405,1100,Diversified,Oleg Boyko,58,Switzerland,Lipperswil,Diversified,Diversified,Russia,,TRUE,D,M,9/28/1964 0:00,Boyko,Oleg,,45020.20903,,,1964,9,28,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2405,1100,Technology,Ryan Breslow,28,United States,Miami,E-commerce software,Technology,United States,Bolt,TRUE,D,M,5/20/1994 0:00,Breslow,Ryan,Cofounder,45020.20903,Florida,South,1994,5,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Thomas Bruch,72,Germany,St. Wendel,Retail,Fashion & Retail,Germany,,FALSE,D,M,4/25/1950 0:00,Bruch,Thomas,,45020.20903,,,1950,4,25,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Technology,Marina Budiman,61,Indonesia,Jakarta,Data centers,Technology,Indonesia,,TRUE,D,F,22410,Budiman,Marina,,45020.20903,,,1961,9,5,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2405,1100,Food & Beverage,Pradip Burman,80,India,Delhi,Consumer goods,Food & Beverage,India,,FALSE,D,M,15383,Burman,Pradip,,45020.20903,,,1942,11,2,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Manufacturing,Cao Kejian,60,China,Quzhou,Air compressors,Manufacturing,China,,TRUE,E,M,22923,Cao,Kejian,,45020.20903,,,1962,4,10,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Giuliana Caprotti,82,Italy,Milan,Supermarkets,Food & Beverage,Italy,,FALSE,D,F,11/21/1940 0:00,Caprotti,Giuliana,,45020.20903,,,1940,11,21,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,Milan,Supermarkets,Food & Beverage,Italy,,FALSE,D,F,1/17/1978 0:00,Caprotti,Marina,,45020.20903,,,1978,1,17,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2405,1100,Technology,Chang Jing,40,China,Beijing,Technology,Technology,China,,TRUE,D,M,29959,Chang,Jing,,45020.20903,,,1982,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Chen Baohua,61,China,Linhai,Pharmaceutical,Healthcare,China,,TRUE,D,M,22647,Chen,Baohua,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Energy,Gang Chen,55,China,Guangzhou,Solar energy,Energy,China,,TRUE,D,M,24838,Chen,Gang,,45020.20903,,,1968,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Logistics,Liying Chen,47,China,Shanghai,Package delivery,Logistics,China,,TRUE,D,F,10/30/1975 0:00,Chen,Liying,,45020.20903,,,1975,10,30,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Tony Chen,73,Taiwan,Taichung,Electronics,Technology,Taiwan,,TRUE,U,M,17905,Chen,Tony,,45020.20903,,,1949,7,1,,,,,,,,,,,
2405,1100,Manufacturing,Chen Xueling,55,China,Shantou,Stationery,Manufacturing,China,,TRUE,D,F,10/16/1967 0:00,Chen,Xueling,,45020.20903,,,1967,10,16,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Food & Beverage,Cheng Lili,58,China,Changzhou,Poultry breeding,Food & Beverage,China,,TRUE,D,M,23743,Cheng,Lili,,45020.20903,,,1965,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Weili Dai,61,United States,Las Vegas,Semiconductors,Technology,United States,Marvell Technology Group Ltd.,TRUE,D,F,9/14/1961 0:00,Dai,Weili,Cofounder-President,45020.20903,Nevada,West,1961,9,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Manufacturing,Deng Yingzhong,72,China,Zhongshan,Paper,Manufacturing,China,,TRUE,D,M,18629,Deng,Yingzhong,,45020.20903,,,1951,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,Tel Aviv,Insurance,Finance & Investments,Israel,,TRUE,D,M,1/18/1936 0:00,Eliahu,Shlomo,,45020.20903,,,1936,1,18,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,Cardiff,Insurance,Finance & Investments,United States,Admiral Group ,TRUE,D,M,1/17/1958 0:00,Engelhardt,Henry,Chief Executive Officer,45020.20903,,,1958,1,17,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Service,Gabriel Escarrer,88,Spain,Palma de Majorca,Hotels,Service,Spain,,TRUE,E,M,12818,Escarrer,Gabriel,,45020.20903,,,1935,3,2,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2405,1100,Manufacturing,Daniel Feffer,63,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,,FALSE,D,M,10/28/1959 0:00,Feffer,Daniel,,45020.20903,,,1959,10,28,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2405,1100,Manufacturing,Ruben Feffer,53,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,,FALSE,D,M,,Feffer,Ruben,,45020.20903,,,,,,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2405,1100,Telecom,Gleb Fetisov,56,Cyprus,Limassol,Investments,Telecom,Russia,,TRUE,D,M,24233,Fetisov,Gleb,,45020.20903,,,1966,6,5,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859
2405,1100,Fashion & Retail,Paul Fireman,79,United States,Brookline,Reebok,Fashion & Retail,United States,,TRUE,E,M,2/14/1944 0:00,Fireman,Paul,,45020.20903,Massachusetts,Northeast,1944,2,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Robert Fisher,69,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,FALSE,D,M,19367,Fisher,Robert,Chairman of the Board,45020.20903,California,West,1953,8,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,,TRUE,D,M,20821,Freier,Bernd,,45020.20903,,,1957,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,Manufacturing,Donald Friese,82,United States,Los Angeles,Manufacturing,Manufacturing,United States,,TRUE,E,M,14680,Friese,Donald,,45020.20903,California,West,1940,10,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Healthcare,Gan Zhongru,74,China,Beijing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,17539,Gan,Zhongru,,45020.20903,,,1948,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Rahul Gautam,70,India,Delhi,Mattresses,Fashion & Retail,India,,FALSE,D,M,11/18/1952 0:00,Gautam,Rahul,,45020.20903,,,1952,11,18,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Finance & Investments,David Golub,60,United States,New York,Private equity,Finance & Investments,United States,,TRUE,E,M,4/16/1962 0:00,Golub,David,Investor,45020.20903,New York,Northeast,1962,4,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Real Estate,Pavel Golubkov,47,Russia,Moscow,"Building, development",Real Estate,Russia,,TRUE,N,M,3/13/1976 0:00,Golubkov,Pavel,,45020.20903,,,1976,3,13,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Energy,Said Gutseriev,34,United Kingdom,London,"Retail, investments",Energy,Russia,,FALSE,R,M,4/18/1988 0:00,Gutseriev,Said,,45020.20903,,,1988,4,18,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,Monaco,EasyJet,Service,Cyprus,,FALSE,U,M,22221,Haji-Ioannou,Polys,,45020.20903,,,1960,1,11,,,7184844193,,,,,,38964,43.7384176,7.4246158
2405,1100,Food & Beverage,He Zuxun,57,China,Kunming,Pig breeding,Food & Beverage,China,,TRUE,D,M,10/28/1965 0:00,He,Zuxun,,45020.20903,,,1965,10,28,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,David Hindawi,78,United States,Seattle,Software,Technology,United States,Tanium,TRUE,D,M,16296,Hindawi,David,Executive Chairman,45020.20903,Washington,West,1944,12,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Technology,Huang Shan,52,China,Shenzhen,Software,Technology,China,,TRUE,R,M,25819,Huang,Shan,,45020.20903,,,1970,8,9,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Huang Xiaofen & family,61,China,Shenzhen,Printed circuit boards,Technology,China,,TRUE,D,F,22647,Huang,Xiaofen,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,Tokyo,Tires,Automotive,Japan,,FALSE,U,M,16810,Ishibashi,Hiroshi,,45020.20903,,,1946,8,1,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,,FALSE,R,M,12/15/1948 0:00,Ishihara,Masayuki,,45020.20903,,,1948,12,15,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,,TRUE,D,M,18755,Kaewbootta,Chatchai,,45020.20903,,,1951,7,5,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
2405,1100,Finance & Investments,Nikhil Kamath,36,India,Bangalore,Financial services,Finance & Investments,India,,TRUE,N,M,31541,Kamath,Nikhil,,45020.20903,,,1986,9,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,London,IKEA,Finance & Investments,Sweden,,FALSE,E,M,24200,Kamprad,Jonas,,45020.20903,,,1966,3,4,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,London,IKEA,Finance & Investments,Sweden,,FALSE,E,M,6/27/1969 0:00,Kamprad,Mathias,,45020.20903,,,1969,6,27,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,,FALSE,E,M,3/29/1964 0:00,Kamprad,Peter,,45020.20903,,,1964,3,29,117.11,1.4,5.29607E+11,79.7,103.9,81.6,24,55.4,11484055,50.503887,4.469936
2405,1100,Service,Fumio Kaneko,66,Japan,Kobe,Waste management,Service,Japan,,TRUE,N,M,10/17/1956 0:00,Kaneko,Fumio,,45020.20903,,,1956,10,17,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Automotive,Sunjay Kapur,51,India,Delhi,Auto parts,Automotive,United States,,FALSE,D,M,10/15/1971 0:00,Kapur,Sunjay,,45020.20903,,,1971,10,15,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,Istanbul,Energy,Energy,Turkey,,TRUE,R,M,8/30/1934 0:00,Kazanci,Ali Metin,,45020.20903,,,1934,8,30,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2405,1100,Healthcare,Kangbao Ke & family,60,China,Guangzhou,Retailing,Healthcare,China,,TRUE,U,M,23012,Ke,Kangbao,,45020.20903,,,1963,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Sports,Carsten Koerl,58,Switzerland,Zurich,Sports data,Sports,Germany,,TRUE,D,M,11/27/1964 0:00,Koerl,Carsten,"Entrepreneur, Investor",45020.20903,,,1964,11,27,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2405,1100,Technology,Koo Bon-sik,64,South Korea,Seoul,LG,Technology,South Korea,Heesung,FALSE,E,M,6/28/1958 0:00,Koo,Bon-sik,,45020.20903,,,1958,6,28,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2405,1100,Energy,Andrei Kosogov,62,Russia,Moscow,Banking,Energy,Russia,,TRUE,D,M,3/15/1961 0:00,Kosogov,Andrei,,45020.20903,,,1961,3,15,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Manufacturing,Yogesh Kothari,74,India,Mumbai,Specialty chemicals,Manufacturing,India,,TRUE,D,M,17899,Kothari,Yogesh,,45020.20903,,,1949,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Healthcare,Arvind Lal,73,India,Delhi,Medical diagnostics,Healthcare,India,,FALSE,D,M,8/22/1949 0:00,Lal,Arvind,,45020.20903,,,1949,8,22,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,,TRUE,D,M,16351,Lao Hernández,Manuel,,45020.20903,,,1944,6,10,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,Booyoung Group,TRUE,D,M,15281,Lee,Joong-keun,,45020.20903,,,1941,1,11,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2405,1100,Finance & Investments,Nancy Lerner,62,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,,FALSE,E,F,22225,Lerner,Nancy,,45020.20903,Ohio,Midwest,1960,5,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Norma Lerner,87,United States,Cleveland,Banking,Finance & Investments,United States,,FALSE,E,F,3/28/1936 0:00,Lerner,Norma,,45020.20903,Ohio,Midwest,1936,3,28,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Randolph Lerner,61,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,,FALSE,E,M,2/21/1962 0:00,Lerner,Randolph,,45020.20903,Ohio,Midwest,1962,2,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Healthcare,Lin Zhijun,47,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,27403,Lin,Zhijun,,45020.20903,,,1975,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Lin Zhixiong & family,49,China,Xiamen,Medical devices,Healthcare,China,,TRUE,D,M,26671,Lin,Zhixiong,,45020.20903,,,1973,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,United States,Chattanooga,Flooring,Manufacturing,United States,,FALSE,D,M,10/25/1954 0:00,Lorberbaum,Jeffrey,,45020.20903,Tennessee,South,1954,10,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Telecom,Lu Rongfu,52,China,Xiamen,Telecommunication,Telecom,China,,TRUE,D,M,25934,Lu,Rongfu,,45020.20903,,,1971,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Fashion & Retail,Lyu Yixiong,60,China,Shanghai,Cosmetics,Fashion & Retail,China,,TRUE,N,M,23012,Lyu,Yixiong,,45020.20903,,,1963,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Technology,Soichiro Minami,46,Japan,Tokyo,Internet and software,Technology,Japan,,TRUE,E,M,6/15/1976 0:00,Minami,Soichiro,,45020.20903,,,1976,6,15,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,Automotive,Pawan Munjal,68,India,Delhi,Two wheelers,Automotive,India,,FALSE,Split Family Fortune,M,10/28/1954 0:00,Munjal,Pawan,,45020.20903,,,1954,10,28,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Automotive,Renu Munjal,68,India,Delhi,Two wheelers,Automotive,India,,FALSE,Split Family Fortune,F,20243,Munjal,Renu,,45020.20903,,,1955,3,6,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Automotive,Suman Munjal,70,India,Delhi,Motorcycles,Automotive,India,,FALSE,Split Family Fortune,M,2/26/1953 0:00,Munjal,Suman,,45020.20903,,,1953,2,26,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Dmitry Nikolaev,56,Russia,Kemerovo,Coal,Energy,Russia,,TRUE,N,M,8/17/1966 0:00,Nikolaev,Dmitry ,,45020.20903,,,1966,8,17,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2405,1100,Automotive,Sjamsul Nursalim,81,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,,FALSE,R,M,1/19/1942 0:00,Nursalim,Sjamsul,,45020.20903,,,1942,1,19,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
2405,1100,Fashion & Retail,Adrian Paval,54,Romania,Bacau,Retail,Fashion & Retail,Romania,,TRUE,U,M,9/23/1968 0:00,Paval,Adrian,,45020.20903,,,1968,9,23,123.78,3.8,2.50077E+11,49.4,85.2,75.4,14.6,20,19356544,45.943161,24.96676
2405,1100,Diversified,Antonio Percassi,69,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,,TRUE,D,M,19608,Percassi,Antonio,,45020.20903,,,1953,6,9,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2405,1100,Fashion & Retail,Kevin Plank,50,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,Under Armour,TRUE,D,M,8/13/1972 0:00,Plank,Kevin,Chairman and CEO,45020.20903,Maryland,South,1972,8,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Healthcare,G.V. Prasad,62,India,Hyderabad,Pharmaceuticals,Healthcare,India,,FALSE,U,M,11/22/1960 0:00,Prasad,G.V.,,45020.20903,,,1960,11,22,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Healthcare,Pu Zhongjie & family,60,China,Beijing,Medical equipment,Healthcare,China,,TRUE,E,M,23012,Pu,Zhongjie,,45020.20903,,,1963,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Healthcare,Rao Wei & family,58,China,Shenzhen,Pharmaceuticals,Healthcare,China,,TRUE,R,M,23722,Rao,Wei,,45020.20903,,,1964,11,12,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,Service,Helena Revoredo,76,Spain,Madrid,Security services,Service,Spain,,FALSE,D,F,17442,Revoredo,Helena,,45020.20903,,,1947,2,10,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
2405,1100,Finance & Investments,Matthew Roszak,50,United States,Chicago,Cryptocurrency,Finance & Investments,United States,,TRUE,D,M,26554,Roszak,Matthew,,45020.20903,Illinois,Midwest,1972,12,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Technology,Paul Sciarra,42,United States,San Francisco,Pinterest,Technology,United States,,TRUE,D,M,2/15/1981 0:00,Sciarra,Paul,,45020.20903,California,West,1981,2,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Rajesh Sharma,53,India,Mumbai,Finance,Finance & Investments,India,,FALSE,N,M,2/25/1970 0:00,Sharma,Rajesh,,45020.20903,,,1970,2,25,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,Energy,Dean Solon,58,United States,Gallatin,Solar systems,Energy,United States,,TRUE,U,M,23743,Solon,Dean,,45020.20903,Tennessee,South,1965,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,Finance & Investments,Michael Spencer,67,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,,TRUE,E,M,5/30/1955 0:00,Spencer,Michael,,45020.20903,,,1955,5,30,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2405,1100,Finance & Investments,Joseph Steinberg,79,United States,New York,Investments,Finance & Investments,United States,,TRUE,U,M,16194,Steinberg,Joseph,,45020.20903,New York,Northeast,1944,2,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
